CaseID,weight_orig,XYEAR,D0,D1,DOV_LIVARR,D2,D3,D4A,D4B,D4C,D5,S1A,S1B,S2,S3,S4,S5,S4A,S5A,S7_a,S7_b,S7_c,S7_d,DOV_SDEBT1,DOV_SDEBT2,DOV_SDEBT3,DOV_SDEBT4,S11,S12,S13A,S13B,S14_a,S14_b,S15,R1_a,R1_b,R1_c,R1_d,R1_e,R1_f,R1_g,R1_h,R1_Refused,R2,R3A,H0,H1,H4,H5,H6,L1,L2,L1A,L2A,L3,A1A_a,A1A_b,A1A_c,A1B_a,A1B_b,A1B_c,A3,A4,A5,A6,A7,C1,C2_a,C2_b,C3,C4_a,C4_b,C4_c,C4_d,T1_A1,T1_A2,T1_A3,T1_A4,T1_B1,T1_C1,T1_D1,T1_E1,T1_B2,T1_C2,T1_D2,T1_E2,T1_B3,T1_C3,T1_D3,T1_E3,T1_B4,T1_C4,T1_D4,T1_E4,T1A_F1,T1A_F2,T1A_F3,T1A_F4,T1A_G1,T1A_G2,T1A_G3,T1A_G4,T2,T3,T4,T6,T7,T8,E1_a,E1_b,E1_c,E1_d,E1_e,E1_f,E2,E3,E4_a,E4_b,E4_c,E4_d,E4_e,E4_f,E4_g,E4_h,B1_a,B1_b,B2,B3,K0,K1,K2_a,K2_b,K2_c,K2_d,K2_e,K2_f,K2_g,K2_h,K2_Refused,K3_a,K3_b,K3_c,K3_d,K3_e,K3_f,K3_g,K3_h,K3_i,K3_j,K3_k,K3_l,K3_Refused,K4,K5,K6,K7,K8,K9_a,K9_b,K9_c,K9_d,K9_e,K10_a,K10_b,K10_c,K10_d,K10_e,K10_f,K10_g,K10_h,K10_i,K10_j,K10_k,K10_Refused,K11,K12,K13,X1,X2_a,X2_b,X2_c,X2_d,X2_e,X2_f,X2_g,X2_h,X2_i,X2_j,X2_k,X2_Refused,X3,X4_a,X4_b,X4_c,X4_d,X4_e,X4_f,X4_Refused,X5,X6_a,X6_b,X6_c,X6_d,X6_e,X6_f,X6_g,X6_Refused,X7,X8,X9,X10,Y1,Y2,DOV_Y3_Y4,Y3_a,Y3_b,Y3_c,Y3_d,Y3_e,Y3_Refused,Y4_a,Y4_b,Y4_c,Y4_d,Y4_e,Y4_Refused,I1,I2,I3_a,I3_b,I3_c,I3_d,I3_e,I3_f,I3_g,I3_h,I3_i,I3_j,I3_k,I3_Refused,I4,I4A,I5,I6,I6A,I7,I8_a,I8_b,I8_c,I9,I10_a,I10_b,I10_c,I10_d,I10_e,I10_f,I10_g,I10_Refused,DOV_E1A_E1B,E1A,E1B,E3B_a,E3B_b,E3B_c,E3B_d,E3B_e,E3B_f,E3B_g,E3B_h,E3B_i,E3B_Refused,E4B,G1,G2,G3,P3,P4,P5,P6,P7,P8,PPAGE,PPAGECAT,PPAGECT4,PPEDUC,PPEDUCAT,PPETHM,PPGENDER,PPHHHEAD,PPHHSIZE,PPHOUSE,PPINCIMP,PPMARIT,PPMSACAT,PPREG4,PPREG9,PPRENT,PPSTATEN,PPT01,PPT25,PPT612,PPT1317,PPT18OV,PPWORK,PPNET,sector,control,weight,totalstudentloan,A1a,A1b,A1c,normincome,normalincome,income,insurance,avoidtreatment,T6a,studentloans
1866,.833,1966,5,1,,1,1,,,,,,1,1,,,,1,0,0,0,0,0,0,0,0,0,20,1,,5,0,0,1,,,,,,,,,,,,2010,,4,3,,,,,,,,,,1,1,0,0,2,2,2,,2,1,1,0,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,5,5,3,4,3,5,0,1,0,1,1,1,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,3,1,0,10,9,,,,,,,,,,,,,,,,,,,,,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,1,0,1,0,0,0,1,0,1,1,0,0,1,1,,,,,,,,,,,,,,2,5,0,1,1,1,0,0,1,1,0,0,1,0,70000,,2,,,3,100,200,700,2,0,0,0,0,0,0,1,0,1,1,,0,1,1,0,0,0,1,0,0,0,1,,,2,2,2,,2,1,,47,4,3,13,4,2,2,1,1,2,15,5,1,3,7,1,74,0,0,0,0,1,1,0,,,1.0048,0,1,1,0,70000,5,5,1,0,,0
206,.4041,1953,1,2,1,7,,,,,2,1,,2,0,,,,,0,0,0,0,0,0,0,0,6,1,,9,0,0,0,0,0,0,0,1,0,0,0,0,0,1050,,,,,,,,,,,0,0,0,,,,0,2,3,2,0,4,0,1,0,1,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,5,5,2,2,0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,1,0,0,0,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,,,,,,,,,0,,0,1,,,,,,,,,,,,,,,,3,5,0,0,0,0,0,0,0,1,0,0,0,0,20000,,1,25000,,2,0,100,900,1,,,,,,,,,2,,0,0,0,0,0,0,0,0,0,0,1,1,,,,4,2,,1,,,60,5,4,9,2,1,1,1,2,1,8,1,1,4,9,2,91,0,0,0,0,2,6,1,,,.3199,0,0,0,0,25000,4,3,1,0,,0
2381,1.7266,1956,5,1,,1,3,,,3,,,1,2,0,,,,,0,0,0,999,0,0,0,0,2,0,,9,1,1,0,0,0,0,0,0,1,0,0,0,3,-1,,,,,,,,,,,,,,,,0,0,8,,8,0,4,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,-1,1,1,0,0,0,0,0,0,0,0,5,5,2,1,1,,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,,,10,10,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,,,,,,,,,1,3,0,0,8,8,,,,,,,,,,,,,,3,0,,,,,,,,,,,,,,3,1,,4,3,400,100,500,3,0,0,0,0,1,0,0,0,2,,0,0,1,0,0,0,0,0,0,0,0,1,-1,1,,1,1,2,,,,57,5,3,9,2,1,1,1,1,3,6,5,1,4,8,2,84,0,0,0,0,1,2,0,,,1.6849,0,,,0,,4,3,0,0,,0
2245,2.3812,1977,5,2,1,3,,,,,,,0,3,0,,,,,999,999,999,999,0,0,0,0,0,0,,9,0,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,8,,8,0,8,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,3,2,3,4,1,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,8,,,0,0,,,,,,,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,8,,0,0,8,8,,,,,,,,,,,,,,3,0,,,,,,,,,,,,,0,,2,,,2,200,600,200,2,0,0,0,1,0,0,0,0,1,0,,0,0,0,0,0,0,0,1,0,0,,,,,4,2,,2,2,,36,3,2,10,3,2,2,0,3,1,11,5,1,3,5,1,56,0,1,0,0,2,4,1,,,2.4861,0,,,0,0,1,1,0,0,,0
184,.6422,1937,1,2,1,8,,,3,,8,1,,1,,0,,,,0,0,999,999,0,0,0,0,5,0,65,,0,0,1,,,,,,,,,,,,1999,1,5,3,,,,,,,,,0,,,,0,1,,1,,5,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,3,1,0,1,0,0,0,0,0,5,4,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,,,9,0,,,,,,,,,,,,,0,,,,,,,,0,,,,,,,,,1,0,0,0,,,,,,,,,,,,,,,,1,20,0,0,0,0,0,0,0,1,0,0,0,0,125000,,2,,,2,500,500,0,1,,,,,,,,,2,,1,1,0,0,0,0,0,0,0,0,0,0,,,5,3,1,1,,,1,76,7,4,14,4,1,1,1,2,1,16,1,1,3,5,3,59,0,0,0,0,2,5,1,,,.7542,0,,,0,125000,7,7,1,0,,0
36,.9731,1948,1,2,1,8,,,2,,1,1,,1,,0,,,,0,0,1,0,0,0,1,0,5,1,,4,1,1,0,,,,,,,,,,,,1991,3,5,3,,,,,,,0,0,1,,,,0,2,4,2,,3,1,1,1,,,,,,,1,,,,,,,,,,0,1,0,0,,,,,,,6500,,,,75,,,,,,,,0,0,0,0,0,0,0,3,1,0,1,0,0,0,0,0,5,4,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,,10,7,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,,,,,,,,,1,1,0,0,,,,,,,,,,,,,,,,1,15,1,1,0,0,0,0,1,1,1,0,0,0,100000,,1,150000,,2,500,500,0,2,0,0,0,0,0,0,1,0,1,1,,0,0,1,0,0,0,0,0,0,0,1,2,3,,3,1,1,,,1,65,6,4,13,4,1,1,1,4,1,17,1,1,1,2,1,23,0,0,0,1,3,5,1,,,1.1187,6500,0,0,1,150000,8,7,1,0,,1
2279,.2756,1946,1,2,1,8,,,3,,8,1,,1,,1,0,,,0,0,0,0,0,0,0,0,1,0,64,,1,0,0,,,,,,,,,,,,2005,3,4,4,,,,,,,,,0,,,,1,1,,1,,5,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,2,3,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,10,8,0,,,,,,,,,,,,,0,,,,,,,,0,,,,,,,,,1,0,0,1,,,,,,,,,,,,,,,,1,10,0,0,0,0,0,0,0,1,0,0,0,0,70000,,2,,,2,300,700,0,1,,,,,,,,,2,,1,0,0,1,0,0,0,0,0,0,0,1,1,1,,3,1,1,,,1,67,6,4,9,2,1,1,1,2,1,13,1,1,3,7,1,74,0,0,0,0,2,5,1,,,.2767,0,,,0,70000,5,5,1,0,,0
4217,.5153,1947,1,2,1,1,3,,,3,2,1,,1,,1,0,,,0,0,0,0,0,0,0,0,3,0,,4,1,1,0,,,,,,,,,,,,1989,1,3,3,,,,,,,,,0,,,,0,3,1,2,,3,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,2,3,1,,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,5,0,,,,,,,,,,,,,,,,,,,,,1,0,0,1,0,0,0,0,0,0,0,1,0,0,,,,,,,,0,,,,,,,,,1,0,0,1,2,4,,,,,,,,,,,,,,2,0,,,,,,,,,,,,,35000,,2,,,2,0,500,500,1,,,,,,,,,2,,0,0,1,0,0,0,0,0,0,0,0,0,2,2,,3,1,1,,,1,65,6,4,10,3,1,2,1,2,1,10,1,1,2,3,1,34,0,0,0,0,2,2,1,,,.3752,0,,,0,35000,4,4,1,0,,0
4259,.2571,1951,1,2,1,1,1,,,,1,1,,2,0,,,,,0,0,0,0,0,0,0,0,7,1,,4,0,0,1,0,0,0,0,0,0,0,1,0,2,1150,,,,,,,,,,,0,0,0,,,,2,1,,1,0,5,1,1,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,1,1,0,0,0,0,-1,0,0,3,3,3,4,1,,0,1,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,,1,1,10,10,,,,,,,,,,,,,,,,,,,,,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,1,1,0,2,4,,,,,,,,,,,,,,2,10,0,0,0,0,1,1,0,0,0,0,0,0,100000,,2,,,2,0,0,1000,1,,,,,,,,,1,1,,1,0,1,0,0,0,0,0,0,0,1,,,5,3,1,1,,,1,62,5,4,13,4,1,2,1,2,2,16,1,0,4,8,2,82,0,0,0,0,2,1,1,,,.3274,0,0,0,0,100000,7,7,1,1,,0
1620,.7155,1963,1,2,1,1,1,,,,1,1,,1,,0,,,,0,0,0,999,0,0,0,0,1,0,,4,1,0,8,,,,,,,,,,,,1990,3,4,3,,,,,,,,,0,,,,0,1,,1,,5,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,5,5,3,5,3,4,0,0,1,0,1,1,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,2,0,0,10,10,,,,,,,,,,,,,,,,,,,,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,1,1,0,1,3,3,1,1,1,1,1,0,0,,,,,,,1,10,1,1,0,1,0,0,1,0,1,0,0,0,65000,,2,,,2,700,300,0,1,,,,,,,,,1,1,,1,0,0,0,0,0,0,0,0,0,1,1,1,,3,1,1,,,1,49,4,3,9,2,1,1,1,2,1,13,1,0,2,3,1,35,0,0,0,0,2,1,1,,,.7259,0,,,0,65000,5,5,1,0,,0
765,.7792,1934,1,2,1,8,,,3,,8,1,,1,,0,,,,0,0,999,999,0,0,0,0,2,0,62,,1,1,0,,,,,,,,,,,,2001,2,2,3,,,,,,,,,0,,,,0,2,3,1,,3,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,1,0,1,1,2,0,1,1,0,0,1,0,0,3,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,,,2,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,1,2,0,1,,,,,,,,,,,,,,,,2,0,,,,,,,,,,,,,23500,,2,,,2,0,0,1000,1,,,,,,,,,2,,0,0,1,0,1,0,0,0,0,0,0,0,1,4,,4,1,1,,,1,79,7,4,10,3,1,1,1,2,1,7,1,1,4,9,1,91,0,0,0,0,2,5,0,,,.7133000000000001,0,,,0,23500,3,3,1,1,,0
4123,.503,1973,2,2,1,1,1,,,,2,1,,2,0,,,,,0,0,0,999,0,0,0,0,13,0,,9,0,-1,1,0,0,0,0,1,0,0,0,0,2,1100,,,,,,,,,,,,,0,,,,0,3,1,3,0,8,0,0,0,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,5,4,2,2,2,7,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,0,0,8,5,,,,,,,,,,,,,,,,,,,,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,0,,0,0,4,8,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,33000,,1,33000,,2,0,1000,0,2,0,0,0,1,0,0,0,0,2,,0,0,1,0,0,0,0,0,0,0,0,1,,,-1,3,1,1,,,1,39,3,2,11,3,4,2,1,5,2,9,6,1,4,9,2,93,0,0,2,1,2,1,0,,,.4862,0,,,0,33000,4,4,1,0,,0
17,.9555,1979,1,2,1,1,1,,,,1,1,,1,,0,,,,0,0,0,0,0,0,0,0,3,1,,5,0,0,0,,,,,,,,,,,,2007,1,8,3,,,,,,,1,1,0,,,,1,3,2,3,,2,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,-1,1,1,0,1,0,1,0,0,0,0,0,0,5,5,2,3,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,8,7,,,,,,,,,,,,,,,,,,,,,1,0,0,1,0,0,0,0,0,1,0,0,0,0,,,,,,,,0,,,,,,,,,0,,1,1,2,1,,,,,,,,,,,,,,2,0,,,,,,,,,,,,,0,,2,,,2,,,,1,,,,,,,,,1,0,,0,0,0,0,1,0,0,0,0,0,0,,,,4,1,1,,,2,34,2,2,9,2,1,1,1,5,4,9,1,0,2,3,1,31,1,2,0,0,2,1,1,,,.8154,0,1,1,0,0,1,1,1,1,,0
2524,1.3303,1979,1,2,1,1,1,,,,1,1,,1,,1,0,,,0,0,0,0,0,0,0,0,5,1,,3,0,0,0,,,,,,,,,,,,2010,,4,3,,,,,,,0,0,0,,,,1,1,,1,,5,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,3,-1,-1,-1,-1,1,-1,-1,-1,5,5,4,2,4,3,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,2,0,0,9,7,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,0,,,,,,,,,1,1,0,0,1,1,,,,,,,,,,,,,,1,10,0,1,0,0,1,0,1,1,0,0,0,0,120000,,2,,,2,500,500,0,2,0,0,0,0,0,0,0,1,2,,1,1,0,0,0,0,0,0,0,0,0,1,,,,2,1,1,,,2,34,2,2,13,4,2,1,1,2,2,16,1,1,4,9,1,95,0,0,0,0,2,1,1,,,1.7477,0,0,0,0,120000,7,7,1,0,,0
3914,1.3266,1983,1,2,1,5,,,,,1,1,,2,0,,,,,0,0,0,999,0,0,0,0,1,0,,9,0,0,0,0,0,0,1,1,0,0,0,0,3,1600,,,,,,,,,,,,,0,,,,0,3,3,1,0,4,0,0,0,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,3,1,2,0,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,0,0,10,5,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,0,,,,,,,,,1,1,0,0,4,2,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,5,2,,,2,0,0,1000,1,,,,,,,,,1,1,,0,1,1,0,0,0,0,0,0,0,0,,,,4,1,1,,,2,30,2,2,10,3,1,2,1,4,3,11,1,1,4,9,2,93,0,1,1,0,2,7,1,,,1.2568,0,,,0,,5,5,1,0,,0
1034,.8332000000000001,1954,1,2,1,1,1,,,,1,1,,1,,1,0,,,0,0,1,0,0,0,1,0,5,1,,4,1,0,1,,,,,,,,,,,,2009,,3,3,,,,,,,0,0,0,,,,1,1,,1,,4,0,1,1,,,,,,,1,,,,,,,,,,1,0,0,0,,,,,,,24500,,,,190,,,,,,,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,3,3,3,4,2,3,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,5,4,,,,,,,,,,,,,,,,,,,,,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,2,4,,,,,,,,,,,,,,1,7,0,1,0,0,0,0,1,0,0,0,0,0,75000,,2,,,2,0,750,250,1,,,,,,,,,2,,0,1,0,0,0,0,0,0,0,0,0,1,1,1,4,2,1,1,,,2,59,5,3,10,3,1,1,1,2,1,14,1,1,3,6,1,62,0,0,0,0,2,1,1,,,.7968,24500,0,0,0,75000,6,6,1,0,,1
3968,1.0204,1962,1,2,1,1,3,,,3,1,1,,1,,1,0,,,0,0,0,0,0,0,0,0,3,0,,7,0,0,1,,,,,,,,,,,,2010,,5,3,,,,,,,,,0,,,,0,1,,1,,5,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,3,4,4,4,1,,0,1,1,0,1,1,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,,0,0,9,8,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,0,,,,,,,,,1,0,0,0,1,1,,,,,,,,,,,,,,1,20,0,1,1,0,0,0,1,1,0,0,0,0,,7,2,,,2,0,500,500,1,,,,,,,,,2,,1,0,0,1,0,0,0,0,0,0,0,1,,,5,2,1,2,,,,51,4,3,14,4,1,1,1,3,1,18,1,1,1,2,1,21,0,0,1,0,2,2,1,,,1.1454,0,,,0,,7,7,1,0,,0
3319,1.4756,1969,1,2,1,1,1,,,,1,1,,2,0,,,,,0,0,1,0,0,0,1,0,0,0,,6,0,0,0,0,0,0,1,1,0,0,0,0,1,1300,,,,,,,,,,,,,1,,,,0,3,4,3,0,1,1,1,,,,,,,,1,,,,,,,,,,1,0,0,0,,,,,,,4500,,,,250,,,,,,,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,5,5,2,1,4,1,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,3,1,0,5,3,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,3,1,0,2,3,,,,,,,,0,0,0,0,1,0,3,0,,,,,,,,,,,,,93000,,1,125000,,2,0,1000,0,1,,,,,,,,,1,0,,0,0,0,0,0,0,0,1,0,0,0,,,,4,1,1,,,2,44,3,2,12,4,1,2,1,2,3,16,1,1,3,5,2,54,0,0,0,1,1,1,1,,,1.8005,4500,,,1,125000,7,6,1,1,,1
2174,.8065,1959,1,2,1,1,1,,,,1,1,,1,,0,,,,999,999,0,999,0,0,0,0,8,1,,3,1,0,0,,,,,,,,,,,,1994,1,5,3,,,,,,,0,0,0,,,,0,1,,-1,,5,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,5,5,3,2,3,7,0,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,2,0,-1,10,5,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,0,,,,,,,,,1,0,0,0,2,2,,,,,,,,,,,,,,3,10,0,1,0,1,0,0,0,0,0,0,0,0,140000,,2,,,1,0,0,1000,1,,,,,,,,,1,1,,1,0,0,0,0,0,0,0,0,0,1,1,1,,3,1,1,,,1,53,4,3,9,2,1,2,1,5,1,17,1,1,1,2,1,22,0,0,0,0,5,1,1,,,1.1036,0,0,0,0,140000,7,7,1,0,,0
1726,.7537,1946,1,2,1,2,,,,,8,1,,1,,0,,,,0,0,0,0,0,0,0,0,4,0,,5,0,0,0,,,,,,,,,,,,1977,2,8,3,,,,,,,,,0,,,,0,8,,8,,5,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,3,2,3,6,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,8,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,1,2,,,,,,,,,,,,,,2,0,,,,,,,,,,,,,70000,,1,90000,,1,0,1000,0,2,0,0,1,0,1,0,0,0,1,1,,1,0,1,0,0,0,0,0,0,0,1,,,,3,1,2,,,,67,6,4,9,2,1,1,1,2,1,16,1,1,1,2,1,23,0,0,0,0,2,3,1,,,1.0338,0,,,0,90000,6,5,1,0,,0
955,.7281,1944,1,4,3,8,,,3,,8,1,,1,,0,,,,999,999,999,999,0,0,0,0,1,0,62,,1,0,0,,,,,,,,,,,,1970,1,1,3,,,,,,,,,0,,,,0,8,,2,,8,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,5,5,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,,5,5,0,,,,,,,,,,,,,0,,,,,,,,0,,,,,,,,,1,1,0,0,,,,,,,,,,,,,,,,2,0,,,,,,,,,,,,,75000,,1,85000,,1,1000,0,0,1,,,,,,,,,2,,1,1,0,0,0,0,0,0,0,0,0,0,3,1,,4,1,1,,,1,69,6,4,9,2,1,2,1,2,1,14,1,0,3,5,1,58,0,0,0,0,2,5,1,,,.8577,0,,,0,85000,6,6,1,0,,0
1289,1.0284,1964,1,2,1,1,1,,,,5,1,,1,,1,0,,,0,0,1,0,0,0,1,0,2,1,,9,1,0,1,,,,,,,,,,,,2007,1,3,2,0,,,,,,1,0,1,,,,1,3,4,3,,1,0,1,0,1,1,0,0,,,1,,,,,,,,,,1,0,0,0,,,,,,,700,,,,87,,,,,,,1,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,2,3,1,2,4,4,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,8,6,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,1,0,1,1,1,1,0,0,0,,,,,,,,,1,1,0,0,2,2,,,,,,,,,,,,,,2,1,0,1,0,0,0,0,0,0,0,0,0,0,44000,,2,,,3,0,0,1000,2,1,0,0,1,0,0,0,0,1,1,,0,0,0,0,0,0,0,1,1,0,1,1,1,5,3,1,1,,,1,48,4,3,10,3,1,1,1,4,1,11,1,0,3,6,1,62,0,0,0,1,3,1,1,,,.9975000000000001,700,1,0,1,44000,4,4,1,1,,1
719,.5015,1935,4,1,,8,,,3,,,,1,1,,,,0,,0,0,0,0,0,0,0,0,3,1,999,,0,0,1,,,,,,,,,,,,1977,3,4,3,,,,,,,,,,0,0,0,0,1,,1,,5,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,3,1,1,1,0,0,0,0,0,5,5,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,,,10,0,,,,,,,,,,,,,0,,,,,,,,0,,,,,,,,,1,0,0,1,,,,,,,,,,,,,,,,1,50,0,0,1,0,0,0,1,0,0,1,0,0,27235,,2,,,3,200,200,600,2,0,0,0,0,0,1,0,0,2,,1,0,0,1,0,0,0,0,0,0,0,1,,,5,3,1,1,,,1,78,7,4,9,2,1,2,1,1,1,15,2,1,4,8,1,86,0,0,0,0,1,5,1,,,.5423,0,0,0,0,27235,4,4,1,0,,0
3584,.3348,1959,3,1,,1,3,,,3,,,1,1,,,,1,1,0,0,0,0,0,0,0,0,3,0,,5,0,0,1,,,,,,,,,,,,2000,1,4,3,,,,,,,,,,,,0,0,1,,2,,4,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,5,5,3,3,4,2,0,1,1,0,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,3,0,0,9,8,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,1,0,1,0,0,1,0,0,0,,,,,,,,,1,0,0,1,2,2,,,,,,,,,,,,,,1,12,0,1,1,1,1,1,0,1,1,1,0,0,90000,,1,110000,,2,0,500,500,2,0,0,0,1,0,0,0,0,1,1,,1,0,1,0,0,0,0,0,0,0,1,,,5,3,1,1,,,2,54,4,3,14,4,5,2,1,2,1,19,6,1,4,9,1,93,0,0,0,0,2,2,1,,,.4122,0,,,0,110000,7,6,1,0,,0
